email,title,description,url,scrape_time
1080admin@greenwin.ca,Luxury 1 Bedroom in The Beaches! Pet Friendly!,"   1150 &amp; 1200 Kingston Rd., The Beaches  Victoria Park Ave. &amp; Kingston Rd.   Don't forget to ask about our move-in incentive! *Please call for more details.   Join us at our Open House this Saturday, from 10 am - 3 pm! *Limited showing times available. Please call to reserve your spot today!      Monthly rent:  starting from $1,791  Utilities: Heat and water included, hydro extra  Parking: $120 per month/indoor  To view our property from the comfort of your own home, use the virtual tour link here! https://my.matterport.com/show/?m=nGEq8CoxQqo     Virtual tours are for illustrative purposes only; exact suite finishes and layouts may vary by availability. *Please call for details.       Healthy Suite Program in place for an added level of protection for you and your family before you move-in!   -Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), Kitchen  - Microbe shield treatment of the high-touch areas including: All Doorknobs &amp; Handles, Light switches, Taps &amp; Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/Terrace     Suite Features:       Thorough cleaning of every suite before move-in   Hardwood flooring in the living areas  Ceramic tile in the kitchen and bathroom  Large kitchen with new cupboards  Kitchen stainless-steel appliances included (fridge, stove, dishwasher and microwave)  Modern light fixtures and hardware throughout  Ample in-suite storage  Window coverings      Property Features:       Professional Property Management trained to ensure that your home is clean and safe while confined to your suite    Enhanced cleaning procedures in high traffic areas    Property Vista available at all properties for ease of rental payments, maintenance requests, and communication with Property Management - all accessible from your personal device or online   Pay your rent and submit maintenance requests online using myGreenwin   Professional management staff on-site  On-site laundry facility  On-site bike storage  Professionally landscaped grounds  Pet friendly      Neighbourhood Features:    Neil McNeil High School 0.2 KM  CIBC 0.5 KM  FreshCo 0.9 KM  Toronto Hunt Club 1.3 KM  Balmy Beach 1.5 KM  Victoria Park Subway Station 1.7 KM     To book a tour today, call or email:  (647) 797-4742 1080admin@greenwin.ca    www.greenwin.ca  ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-1-bedroom-in-the-beaches-pet-friendly/1505826705,7/16/2020 21:13
eastyorkrentals@greenwin.ca,Live in The Beaches ~ Renovated Bachelor,"   2367 Queen St East,Scarborough (The Beaches)      Queen St. E &amp; Victoria Park Ave  Monthly rent : starting from $1,595  Utilities: Heat and water included, hydro extra    To view our property from the comfort of your own home, use the virtual tour link here!https://my.matterport.com/show/?m=8b8AvW9WZPY     Virtual tours are for illustrative purposes only; exact suite finishes and layouts may vary by availability. *Please call for details.       Healthy Suite Program in place for an added level of protection for you and your family before you move-in!   -Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), Kitchen  - Microbe shield treatment of the high-touch areas including: All Doorknobs &amp; Handles, Light switches, Taps &amp; Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/Terrace     Suite Features:       Thorough cleaning of every suite before move-in   Brand new cabinets and countertops in the kitchen  Upgraded kitchen appliances including fridge, stove, microwave, and dishwasher  Upgraded bathroom with new sink, soakertub, and mirror  Closet with built-in storage  Window coverings included  Freshly painted with a modern paint palette   *Suite finishes may vary by availability and suite type*        Property Features:       Professional Property Management trained to ensure that your home is clean and safe while confined to your suite    Enhanced cleaning procedures in high traffic areas    Property Vista available at all properties for ease of rental payments, maintenance requests, and communication with Property Management - all accessible from your personal device or online   Pay your rent and submit maintenance requests online using  myGreenwin   Low-rise building located in The Beaches  Laundry facility on-site  Pet friendly    Neighbourhood Features:     Located near the Fox Theatre, local cafes and restaurants, food markets,schools, and many stores!  Minutes away from The Balmy Beach Club which offers a fitness facility and endless activities including hockey, lawn bowling, paddling, rugby, squash, volleyball and monthly community events  Queen St. E streetcar is metres away - 15 minute commute to downtown!    Two ways to book an appointment:   1. Call Muna directly -(647) 557-2007  2. Email Muna directly - eastyorkrentals@greenwin.ca  www.greenwin.ca  ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/live-in-the-beaches-renovated-bachelor/1505787717,7/16/2020 21:14
northyorkadmin@greenwin.ca,"2 BDRM in North York near TTC, Schools & Shopping! (York Mills)","   77 Parkwoods Village Dr., Toronto   Victoria Park Ave. &amp; Parkwoods Village Dr.   Don't forget to ask about our move-in incentive! *Please call for more details.        Monthly rent:  starting from$2,263  Utilities: Heat and water included, hydro extra  Parking: $125 per month/outdoor  To view our property from the comfort of your own home, use the virtual tour link here!https://my.matterport.com/show/?m=muXqBa2eqvh     Virtual tours are for illustrative purposes only; exact suite finishes and layouts may vary by availability. *Please call for details.       Healthy Suite Program in place for an added level of protection for you and your family before you move-in!   -Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), Kitchen  - Microbe shield treatment of the high-touch areas including: All Doorknobs &amp; Handles, Light switches, Taps &amp; Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/Terrace     Suite Features:       Thorough cleaning of every suite before move-in   Parquet flooring in the living areas  Ceramic tile in the kitchen and bathroom  Kitchens with new cupboards and countertops  Kitchen stainless-steel appliances included (fridge, stove, dishwasher and microwave)  Modern light fixtures and hardware throughout  Ample in-suite storage      Property Features:       Professional Property Management trained to ensure that your home is clean and safe while confined to your suite    Enhanced cleaning procedures in high traffic areas    Property Vista available at all properties for ease of rental payments, maintenance requests, and communication with Property Management - all accessible from your personal device or online   Brand new fitness room - don't worry about paying for a gym membership!  Brand new secured bicycle room with bicycle racks and tools for your bike!  Playground on-site - perfect area to enjoy the weather and spend time with your family!  Storage room complete with lockers to store your extra belongings!  Professional management staff on-site  On-site laundry facility  Newly upgraded lobby and common areas  Professionally landscaped grounds  Pet friendly      Neighbourhood Features:    Metro 0.7 KM  Access to HWY 404 2.1 KM  Cadillac Fairview Mall 4.6 KM  Shops at Don Mills 5.4 KM  North York General Hospital 6.2 KM     To book a tour today, call or email:  (647) 797-4837 northyorkadmin@greenwin.ca    www.greenwin.ca  ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bdrm-in-north-york-near-ttc-schools-shopping-york-mills/1505833657,7/16/2020 21:14
Fowlerplace@greenwin.ca,BRAND NEW 1 BEDROOM UNIT AVAILABLE- Pet Friendly!,"   1970   Fowler Dr.       Rent: $1,815  Utilities: Heat and water included, hydro extra  Parking : $95 per month/indoor OR $85-90 per month/outdoor     To view our property from the comfort of your own home, click here for a virtual tour:https://my.matterport.com/models/3FeCoiLtqLx/    Virtual tours are for illustrative purposes only; exact suite finishes and layouts may vary by availability. *Please call for details    Ask how you can receive a $500 Visa Gift Card! *Call today!       Healthy Suite Program in place for an added level of protection for you and your family before you move-in!    Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), Kitchen  Microbe shield treatment of the high-touch areas including: All Doorknobs &amp; Handles, Light switches, Taps &amp; Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/Terrace     Suite Features:    Thorough cleaning of every suite before move in  Renovated suites with contemporary white finishes  Stainless-steel appliances included (fridge, stove, dishwasher, and microwave range hood)  Remodeled bathroom with vanity, cabinetry, counter and chrome finishes  Ceramic tile in kitchen and bathroom(s)  Modern light fixtures and chrome hardware throughout     Property Features:     Professional Property Management trained to ensure that your home is clean and safe while confined to your suite  Enhanced cleaning procedures in high traffic area  Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), Kitchen  Microbe shield treatment of the high-touch areas including: All Doorknobs &amp; Handles, Light switches, Taps &amp; Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/Terrace  Property Vista available at all properties for ease of rental payments, maintenance requests, and communication with Property Management - all accessible from your personal device or online  Pay your rent and submit maintenance requests online using myGreenwin   On-site laundry facility  Pet friendly  Basketball court  On-site management  Storage lockers available    Community Features:    Minutes to the University of Toronto Mississauga Campus  Easy access to major highways including QEW and Highway 403  Grocery, restaurants, shopping, and schools within minutes  Public transit within walking distance  Mississauga Golf Club and Credit Valley Golf Club nearby    To book an appointment please call  (647) 241-0730  or email  Fowlerplace@greenwin.ca   www.greenwin.ca  ",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/brand-new-1-bedroom-unit-available-pet-friendly/1505791724,7/16/2020 21:14
countryclubtowers@greenwin.ca,LARGE Fully Renovated 2 Bedroom near HWY 401!,"   2450 &amp; 2460 Weston Road (Toronto)   Weston Rd. &amp; HWY 401   Monthly rent: starting from $2123  Utilities: Heat and water included, hydro extra  Parking: $100 per month/indoor and outdoor (based on availability)   To view our property from the comfort of your own home, click here for a virtual tour:https://my.matterport.com/models/MPVWPRJgm89/    Virtual tours are for illustrative purposes only; exact suite finishes and layouts may vary by availability. *Please call for details     Healthy Suite Program in place for an added level of protection for you and your family before you move-in!    Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), Kitchen  Microbe shield treatment of the high-touch areas including: All Doorknobs &amp; Handles, Light switches, Taps &amp; Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/Terrace    Suite Features:    Thorough cleaning of every suite before move-in  Suites feature an open-concept kitchen with modern finishes including chrome accents, breakfast bars, laminate countertops and tiled backsplash  Stainless steel appliances including fridge, stove, microwave, and dishwasher  Overmount sink  Upgraded bathrooms with new fixtures, mirror, and vanity  Newly finished flooring throughout the suite  New tiles in the kitchen and bathroom    Property Features:     Professional Property Management trained to ensure that your home is clean and safe while confined to your suite  Enhanced cleaning procedures in high traffic areas  Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), Kitchen  Microbe shield treatment of the high-touch areas including: All Doorknobs &amp; Handles, Light switches, Taps &amp; Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/Terrace  Property Vista available at all properties for ease of rental payments, maintenance requests, and communication with Property Management - all accessible from your personal device or online  Pay your rent and submit maintenance requests online using myGreenwin   Laundry facility on-site  On-site management team  Visitor parking available  Storage lockers  Close to transit  Pet friendly    Neighbourhood Features:    Public Transit 0.045 KM  Parks Supermarket 0.26 KM  TD 0.72 KM  Shoppers Drug Mart - 0.65 km     Two ways to book an appointment:  1. Call (647) 375-1711 2. Email countryclubtowers@greenwin.ca  www.greenwin.ca  ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-fully-renovated-2-bedroom-near-hwy-401/1505791905,7/16/2020 21:16
northyorkapartments@greenwin.ca,Renovated 1 Bedroom with in-suite laundry ~ near DVP!,"   74 Curlew Drive (North York)   Lawrence Ave E. &amp; Victoria Park Ave.   Don't forget to ask about our move-in incentive! *Please call for more details.        Monthly rent: starting from$1,786  Utilities: Heat and water included, hydro extra  Parking: $135 per month/indoor or $125 per month/outdoor    To view our property from the comfort of your own home, use the virtual tour link here!https://my.matterport.com/show/?m=nGEq8CoxQqo     Virtual tours are for illustrative purposes only; exact suite finishes and layouts may vary by availability. *Please call for details.       Healthy Suite Program in place for an added level of protection for you and your family before you move-in!   -Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), Kitchen  - Microbe shield treatment of the high-touch areas including: All Doorknobs &amp; Handles, Light switches, Taps &amp; Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/Terrace     Suite Features:       Thorough cleaning of every suite before move-in   Large, open-concept kitchen with new Bosch stainless steel appliances (fridge, stove, microwave range hood and dishwasher)  Brand new luxury hardwood flooring in bedroom(s) and living areas  Extra cupboard and counter space with kitchen island  Quartz kitchen and bathroom countertops  Ceramic tile in bathroom(s)  Efficient LED lighting throughout  Upgraded bathroom with new tub surround and contemporary tiles  Private balcony in every suite   *Suite finishes may vary by availability and suite type*     Property Features:       Professional Property Management trained to ensure that your home is clean and safe while confined to your suite    Enhanced cleaning procedures in high traffic areas    Property Vista available at all properties for ease of rental payments, maintenance requests, and communication with Property Management - all accessible from your personal device or online   Pay your rent and submit maintenance requests online using myGreenwin   Overhauled furnished outdoor pool  Visitor parking available for overnight guests  Dedicated on-site management team  Located in a mature neighbourhood with plenty of school and breathtaking parks  Minutes away from the DVP, shopping, and dining    Neighbourhood Features:    Victoria Terrace Shopping Centre 0.25 KM  CIBC 0.30 KM  Tim Hortons 0.40 KM  No Frills 0.48 KM  Shoppers Drug Mart 0.69 KM  CF Shops at Don Mills 2.51 KM     Two ways to book an appointment:  1. Call Verity directly - (647) 557-4887 2. Email Verity directly - northyorkapartments@greenwin.ca  www.greenwin.ca  ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-1-bedroom-with-in-suite-laundry-near-dvp/1505787713,7/16/2020 21:17
doppong@morguard.com,Huge 2 Bed 2.5 Bath Luxury Rental! South View! Beautiful!,"   Welcome Home to The Heathview!  An elegant collection of rental suites professional managed on-site by Morguard.    310 &amp; 320 Tweedsmuir Ave. is just minutes from the Forest Hill Village and centrally located in the heart of the Forest Hill and St. Clair West neighborhoods.  This bright and spacious southwest-facing 2 bedroom 2.5 bath suite offers you 1445 square feet of open-concept living space. Experience the beautiful sunset and views of the downtown city scape, Cedarvale Revine and the Forest Hill neighborhood. This suite features an open concept kitchen, stainless steel appliances, beautiful quartz countertops, and designer cabinetry. This unit also has full sized ensuite washer + dryers, modern laminate flooring throughout, and plenty of closet space. This suite is offered at $5,400 per month.    The Heathview is just steps to the St. Clair West TTC station and just 10 minutes away from the University of Toronto Campus.     Suite Amenities    Central heating/AC  Floor-to-Ceiling Windows  Full-Sized Ensuite Washer &amp; Dryer  Designer Kitchen cabinetry with quartz countertops  6 Premium Stainless-Steel Energy Efficient Appliances  Open Concept Layout  Balcony*  Laminate Flooring  Contemporary Soaker Tub and/or Walk-In Showers*  Window Coverings  Soaring 9ft Ceilings    Building Amenities    24-hour Concierge  Keyless Entry System to Building  Heat &amp; Water included (hydro extra)  Business Centre*  Fully Equipped Fitness Centre with Male/Female Change Rooms, Showers and Steam Rooms  Party Room with Private Dining Room &amp; Catering Kitchen  Billiards Lounge with Fireplace Seating, TV and Library  Theatre Room with Cinema Style Projector Screen, Cable, Internet and Blu-ray/DVD player  Guest Suites  Complimentary Underground Visitor Parking  Onsite Management Office  Picturesque Outdoor Garden Terrace  Secure Underground Monthly Parking Available for $195/month  Pet Friendly  Courtyard with BBQ area  Indoor pool*  Conference Room*  Secure Bicycle Storage Room  Storage Lockers Available to Rent   For all inquiries please contact Dominique in our Leasing Office at 416-920-9009 or by email at doppong@morguard.com     *Based on Floor Plan   **Each Tower has its own amenity spaces for its residents exclusive use Swimming Pool in South Tower   ***Model Suite Photos   ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/huge-2-bed-2-5-bath-luxury-rental-south-view-beautiful/1511481656,7/16/2020 21:22
rentals@urlcondos.com,Brand New Luxury Rentals Available Today! Welcome to BLOCK G!,"  Lease affordable off campus student housing, apartment, condo, unit, bedroom, room rental for University of Waterloo (UW), Wilfrid Laurier (WLU) and Conestoga College (CC) students. Largest in the market!  Call (519) 589-2577 ext 1 or email rentals@urlcondos.com to learn more and to sign up for our waitlist.   Options Available Now! You don't want to miss out on this place! Contact us for more information!    This fresh, modern condominium is just steps away from all of the best parts of Waterloo. This building features state of the art monitoring systems, modern and stylish interior finishes, and is only a short walk to Wilfrid Laurier Campus, The University of Waterloo, and a variety of restaurants and shops which makes this one of the most irresistible places to live for both students and professionals.  When you rent at the BLOCK you will have access to different building amenities like a rooftop terrace to entertain friends after work or a gym facility to break a sweat in between studying for exams.  Your suite comes fully furnished and you will be delighted with the top of the line appliances, high ceilings, oversized windows, and modern laminate wood finishes which will provide your unit with plenty of natural light. Enjoy the luxury of high-end furnishings while soaking up the sun in your personal full sized balcony or Juliette balcony (some units are do not come with a personal balcony)  Act fast to choose from a variety of 1 bedroom + 1 bathroom starting at $1370 or 1 bedroom + den + 1 bathroom starting at $1540 or 1 bedroom + Den + 2 bathrooms suites starting at $1710, these units will not last long at these prices!  UTILITIES (WATER &amp; GAS) AND WIFI INCLUDED!  How to get in touch with us:  Call: 519-589-2577 ext 1  Email: rentals@urlcondos.com     **Pictures may not be representative of every suite**     ",https://www.kijiji.ca/v-apartments-condos/kitchener-waterloo/brand-new-luxury-rentals-available-today-welcome-to-block-g/1505842133,7/16/2020 21:23
lnpropmgmt18@gmail.com.,2 Bedroom Condo - Margaret Street- Preston,"  August 1st or earlier. Recently upgraded, spacious two-bedroom, one-bathroom condo with 2 parking spaces located in the friendly desirable neighbourhood of Preston. Includes ensuite laundry, balcony and controlled entry. Suitable for mature working professional(s) or mature couple who are downsizing.
No students.  Access to 401, Hwy 24 with easy accessibility to Kitchener-Waterloo and Guelph. Close to Riverside Park, shopping and walking trails.  COVID-19: the condo is empty and all safety and social distancing precautions are taken.  Rental Application, Employment letter, Credit Score and References required with application.  No Smokers. No pets.  505 Margaret Street, Cambridge. $1,780 plus utilities. Minimum 1-year lease.  Call/text Lisa at 519-569-9718 or email lnpropmgmt18@gmail.com. An appointment is required.  ",https://www.kijiji.ca/v-apartments-condos/cambridge/2-bedroom-condo-margaret-street-preston/1506929038,7/16/2020 21:26
draper@paramountapts.com,2 BEDROOM  $1449.00 - AVAILABLE SEPTEMBER 1ST!!  CALL TODAY!!,"   AVAILABLE SEPTEMBER 1ST - 2 BEDROOM - $1449.00 PER MONTH + HYDRO   Our application process has the following basket of approval criteria - income verification, a clean credit check, landlord reference and a clean criminal background check.   Last month rent is due in full with your application by money order or interac.   Full time students will be asked to show proof of their enrollment for the following school year and be asked for a cosigner whose income and credit will be verified as part of the approval process.   All tenants must carry tenant liability insurance when renting at Paramount Properties.    Greenbank Towers is located at 2600 Draper Avenue, close to the Greenbank/Pinecrest 417 on ramp and the 88 Kanata/Hurdman bus route (this route goes through Baseline Station/Algonquin College).    Due to the COVID-19 situation, we are respecting the request of Ottawa Public Health to not conduct in person viewings at this time. We are available Monday to Friday from 8:30am to 5:00pm for you to discuss our suites by phone or email and all application paperwork can be done online. In order to apply for our suites we will require a fully completed application, we will conduct landlor references and credit screening. A full last month rent deposit is required to hold the suite if interested.   All suites feature:   wall to wall carpeting  fridge and stove included  lots of in suite storage space  private balconies with glass fronts  hot water tanks in suite   All residents have access to:   an indoor pool  hot tub  saunas  24 hour card operated laundry  locker storage  bike storage  a choice of outdoor or covered parking (subject to availability)   Contact us today: 613-726-0070 or draper@paramountapts.com    PARAMOUNT PROPERTIES OPERATES IN OTTAWA'S PREMIER LOCATIONS! 613-232-RENT www.paramountapts.com  ",https://www.kijiji.ca/v-apartments-condos/ottawa/2-bedroom-1449-00-available-september-1st-call-today/1510924675,7/16/2020 21:27
